recorder_time	SPEED	TORQUE_20HZ	UI_VALUE_SET_CURRENT	Ierms	Irms_1	Irms_2	Irms_3	Urms_12	Urms_31	Urms_23	Pfact_D	Pin	PM	UI_VALUE_DCURRENT	UI_VALUE_QCURRENT	UI_VALUE_DVOLTAGE	UI_VALUE_QVOLTAGE	UI_VALUE_ANG_LOAD	UI_LINK_VOLTAGE	UI_VALUE_SET_ANGLE	UI_MAX_MOTOR_VOLTAGE	Ubat_m	Ibat_m	PFact_1	PFact_2	PFact_3	Pow1	Pow2	Pow3	Phi_ui1	Phi_ui2	Phi_ui3	Ufrms_1	Ufrms_2	Ufrms_3	UI_IGBT_Temp	Real_Time	UI_VALUE_SPEED	UI_VALUE_PLS_FRQ	
ms	rpm	Nm	A	A	A	A	A	V	V	V	-	kW	kW	A	A	V	V	?V	?V	V	-	-	-	-	kW	kW	kW	-	-	-	V	V	V	蚓	-	rpm	Hz	
7808	-1002	-99.75600	200.00	162.84	162.32	163.64	162.56	39.27	39.44	39.55	0.9980	11.0968	10.4992	-134.72	188.86	-20.96	45.64	23.95	369.97	125.00	350.00	370.26	33.59	-0.9983	-0.9982	-0.9982	-3.67	-3.72	-3.71	-113.51	8.35	-179.59	22.64	22.72	22.82	29.59	135557	1001.00	6000.00	
7908	-1002	-102.64720	247.78	167.20	167.29	167.79	166.50	39.54	39.57	39.73	0.9979	11.4472	10.7929	-137.97	193.76	-21.44	45.65	24.65	369.76	125.00	350.00	370.34	34.39	-0.9981	-0.9979	-0.9981	-3.81	-3.83	-3.81	-180.41	-179.82	-178.91	22.76	22.86	22.88	29.75	135558	1000.15	6000.00	
8008	-1003	-107.81060	300.22	170.88	170.90	171.38	170.36	39.76	39.78	39.92	0.9976	11.7571	11.4017	-141.69	199.43	-22.18	45.73	25.01	369.76	125.00	350.00	370.17	35.58	-0.9980	-0.9978	-0.9978	-3.91	-3.93	-3.91	-178.39	-178.54	-178.17	22.89	22.98	22.99	29.66	135558	1000.00	6000.00	
8108	-1005	-117.53390	300.05	182.27	182.85	181.60	182.35	40.44	40.42	40.52	0.9968	12.7342	12.4614	-153.45	214.22	-23.88	45.72	26.60	369.63	125.00	350.00	370.10	38.03	-0.9967	-0.9966	-0.9971	-4.25	-4.23	-4.25	-176.49	-177.32	-177.27	23.28	23.35	23.34	29.41	135558	1000.65	6000.00	
8208	-1004	-126.50470	300.00	196.64	197.57	196.09	196.25	41.27	41.14	41.30	0.9941	13.9628	13.3858	-164.41	228.60	-25.52	45.76	28.31	369.63	125.00	350.00	370.07	41.87	-0.9940	-0.9937	-0.9948	-4.67	-4.65	-4.64	-174.51	-175.06	-175.12	23.73	23.83	23.75	29.25	135558	1001.66	6000.00	
8308	-1004	-134.45120	300.00	208.39	209.04	207.68	208.44	41.97	41.94	42.00	0.9910	15.0134	14.2007	-173.33	241.69	-27.03	45.79	29.66	369.91	125.00	350.00	370.20	45.14	-0.9908	-0.9909	-0.9916	-5.02	-4.99	-5.01	-172.75	-173.36	-173.37	24.17	24.22	24.19	29.34	135558	1002.01	6000.00	
8408	-1004	-141.78260	300.00	217.95	218.39	218.08	217.39	42.49	42.46	42.63	0.9878	15.8577	14.9665	-181.90	253.76	-28.29	45.81	30.96	369.68	125.00	350.00	370.30	47.64	-0.9880	-0.9871	-0.9882	-5.29	-5.29	-5.28	-171.58	-171.93	-171.66	24.45	24.56	24.53	29.59	135558	1002.00	6000.00	
8508	-1003	-148.39550	300.00	227.32	227.67	227.48	226.82	43.11	43.11	43.29	0.9843	16.7309	15.6602	-189.59	264.29	-29.34	45.87	31.95	369.40	125.00	350.00	370.18	50.11	-0.9847	-0.9835	-0.9848	-5.57	-5.58	-5.58	-170.38	-170.54	-170.37	24.82	24.92	24.92	29.75	135558	1002.00	6000.00	
8608	-1003	-154.34960	300.00	235.88	236.32	236.00	235.33	43.72	43.73	43.92	0.9806	17.5441	16.2567	-194.94	273.50	-30.46	45.99	32.95	369.55	125.00	350.00	370.23	52.39	-0.9809	-0.9795	-0.9812	-5.84	-5.85	-5.85	-169.22	-169.33	-169.13	25.16	25.29	25.29	29.66	135558	1002.00	6000.00	
8708	-1003	-159.75400	300.00	243.40	243.35	243.80	243.03	44.21	44.32	44.48	0.9770	18.2618	16.8180	-201.00	282.33	-31.31	45.98	33.85	370.07	125.00	350.00	370.09	54.59	-0.9776	-0.9760	-0.9772	-6.07	-6.09	-6.10	-168.21	-168.30	-167.93	25.48	25.57	25.63	29.41	135558	1002.00	6000.00	
8808	-1003	-164.43530	300.00	249.73	249.94	250.49	248.75	44.70	44.72	45.04	0.9740	18.8823	17.3183	-206.65	289.95	-32.03	45.97	34.00	370.05	125.00	350.00	370.15	56.58	-0.9749	-0.9723	-0.9746	-6.28	-6.32	-6.29	-167.49	-167.33	-167.22	25.71	25.90	25.91	29.25	135558	1002.00	6000.00	
8908	-1002	-168.60170	300.00	255.35	255.31	256.47	254.26	45.07	45.10	45.42	0.9708	19.4053	17.7235	-209.98	295.95	-32.85	46.07	34.75	369.89	125.00	350.00	370.21	58.01	-0.9720	-0.9692	-0.9711	-6.45	-6.50	-6.46	-166.86	-166.51	-166.28	25.92	26.12	26.12	29.34	135559	1002.00	6000.00	
9008	-1002	-172.36360	300.00	260.40	260.56	261.66	258.98	45.45	45.41	45.80	0.9684	19.8950	18.1255	-214.25	302.29	-33.36	46.01	35.00	369.84	125.00	350.00	370.21	59.39	-0.9696	-0.9664	-0.9689	-6.61	-6.67	-6.61	-166.20	-165.84	-165.83	26.11	26.35	26.32	29.59	135559	1001.65	6000.00	
9108	-1002	-175.71380	300.00	264.96	264.94	265.98	263.97	45.74	45.78	46.09	0.9662	20.3401	18.4625	-217.97	307.33	-33.91	46.02	35.35	369.73	125.00	350.00	370.20	60.85	-0.9675	-0.9645	-0.9667	-6.76	-6.81	-6.78	-165.70	-165.30	-165.30	26.31	26.50	26.52	29.75	135559	1000.99	6000.00	
9208	-1002	-178.53740	341.69	269.54	269.31	270.74	268.57	46.07	46.13	46.54	0.9639	20.8117	18.7507	-220.35	311.74	-34.45	46.08	36.00	369.61	125.00	350.00	370.18	61.88	-0.9652	-0.9619	-0.9645	-6.90	-6.97	-6.94	-165.17	-164.81	-164.85	26.49	26.74	26.76	29.66	135559	1001.00	6000.00	
9308	-1003	-184.28790	400.10	272.64	272.65	274.05	271.21	46.33	46.32	46.74	0.9619	21.1056	19.4678	-224.43	317.78	-35.09	46.02	36.00	369.78	125.00	350.00	370.16	62.89	-0.9634	-0.9596	-0.9625	-7.01	-7.08	-7.02	-164.71	-164.35	-164.27	26.62	26.88	26.86	29.41	135559	1001.00	6000.00	
9408	-1005	-194.96230	400.05	284.22	284.39	285.01	283.25	47.13	47.13	47.51	0.9567	22.2567	20.6288	-236.35	332.47	-36.77	45.94	37.30	369.62	125.00	350.00	370.15	66.33	-0.9576	-0.9546	-0.9577	-7.39	-7.44	-7.42	-163.56	-163.40	-163.34	27.09	27.32	27.32	29.25	135559	1001.35	6000.00	
9508	-1004	-204.76560	400.00	296.82	297.26	297.14	296.07	48.15	48.11	48.38	0.9493	23.5305	21.6425	-246.81	346.24	-38.39	45.98	38.65	369.27	125.00	350.00	370.19	69.91	-0.9498	-0.9476	-0.9503	-7.83	-7.85	-7.84	-162.01	-161.89	-161.93	27.70	27.86	27.83	29.34	135559	1002.36	6000.00	
9608	-1004	-213.64580	400.00	309.70	310.29	310.01	308.80	49.16	49.09	49.37	0.9414	24.8489	22.5281	-255.52	359.30	-39.85	45.99	39.85	369.50	125.00	350.00	370.23	74.02	-0.9418	-0.9396	-0.9427	-8.28	-8.30	-8.28	-160.62	-160.51	-160.52	28.27	28.45	28.40	29.59	135559	1003.01	6000.00	
9708	-1004	-221.80350	400.00	319.05	319.38	319.38	318.41	49.92	49.90	50.19	0.9355	25.8514	23.3885	-264.13	371.24	-41.09	45.91	40.65	369.43	125.00	350.00	370.28	77.05	-0.9359	-0.9336	-0.9366	-8.60	-8.63	-8.62	-159.54	-159.53	-159.60	28.72	28.90	28.88	29.75	135559	1002.41	6000.00	
9808	-1003	-228.88110	400.00	328.39	328.65	329.22	327.28	50.78	50.69	51.11	0.9289	26.8720	24.1105	-271.11	381.48	-42.23	45.94	41.65	369.71	125.00	350.00	370.23	79.61	-0.9296	-0.9264	-0.9302	-8.93	-8.99	-8.95	-158.51	-158.38	-158.50	29.18	29.43	29.37	29.66	135559	1002.01	6000.00	
9908	-1003	-235.32300	400.00	336.80	336.82	337.56	336.02	51.37	51.38	51.69	0.9233	27.7270	24.7531	-276.96	390.40	-43.25	46.00	42.35	369.46	125.00	350.00	370.06	82.21	-0.9243	-0.9213	-0.9241	-9.22	-9.26	-9.25	-157.72	-157.51	-157.50	29.56	29.75	29.74	29.41	135600	1002.00	6000.00	
10008	-1002	-240.87100	400.00	344.38	344.79	345.24	343.12	52.04	51.94	52.34	0.9184	28.5471	25.3286	-283.28	399.59	-44.05	45.89	43.00	369.60	125.00	350.00	370.24	84.68	-0.9193	-0.9160	-0.9198	-9.50	-9.54	-9.51	-157.03	-156.79	-156.94	29.91	30.15	30.08	29.25	135600	1001.25	6000.00	
10108	-1002	-246.05090	400.00	350.76	351.62	351.00	349.65	52.60	52.46	52.79	0.9146	29.2352	25.8590	-288.24	406.41	-44.80	45.97	43.95	369.41	125.00	350.00	370.25	87.09	-0.9148	-0.9123	-0.9164	-9.74	-9.76	-9.74	-156.38	-156.20	-156.37	30.23	30.44	30.35	29.34	135600	1001.00	6000.00	
10208	-1002	-250.62040	400.00	356.55	356.77	356.99	355.89	53.08	53.03	53.42	0.9106	29.9044	26.3023	-291.80	412.86	-45.57	45.93	44.00	369.95	125.00	350.00	370.23	88.75	-0.9111	-0.9083	-0.9122	-9.94	-9.98	-9.98	-155.82	-155.55	-155.84	30.52	30.75	30.72	29.59	135600	1001.00	6000.00	
10308	-1002	-254.54710	400.00	361.44	362.27	361.54	360.46	53.48	53.38	53.69	0.9075	30.4084	26.7322	-296.15	419.34	-46.13	45.87	44.95	369.82	125.00	350.00	370.22	90.18	-0.9076	-0.9053	-0.9094	-10.13	-10.14	-10.14	-155.39	-155.13	-155.41	30.76	30.95	30.88	29.75	135600	1001.00	6000.00	
10408	-1001	-258.06400	400.00	365.75	366.18	366.38	364.68	53.84	53.77	54.13	0.9043	30.8846	27.1157	-299.80	423.80	-46.63	45.93	45.00	369.53	125.00	350.00	370.17	91.46	-0.9050	-0.9018	-0.9057	-10.28	-10.31	-10.30	-154.99	-154.66	-154.90	30.96	31.18	31.13	29.66	135600	1000.41	6000.00	
10508	-1001	-261.10140	443.23	369.96	370.32	370.69	368.86	54.17	54.12	54.47	0.9014	31.3364	27.3866	-302.01	428.03	-47.17	45.94	45.00	369.62	125.00	350.00	370.10	92.70	-0.9022	-0.8988	-0.9026	-10.43	-10.46	-10.45	-154.56	-154.35	-154.57	31.16	31.37	31.33	29.41	135600	1000.01	6000.00	
10608	-1003	-267.05680	500.13	373.45	374.12	373.90	372.33	54.63	54.49	54.85	0.8987	31.7721	28.1497	-306.29	434.32	-47.78	45.86	45.55	369.74	125.00	350.00	370.20	94.38	-0.8990	-0.8963	-0.9005	-10.58	-10.61	-10.58	-154.18	-153.97	-154.27	31.40	31.62	31.53	29.25	135600	1000.00	6000.00	
10708	-1005	-278.81350	500.05	386.20	386.92	386.93	384.74	55.56	55.42	55.86	0.8915	33.1646	29.4522	-318.23	449.00	-49.50	45.77	46.09	369.59	125.00	350.00	370.29	98.18	-0.8921	-0.8884	-0.8933	-11.04	-11.08	-11.05	-153.26	-152.95	-153.19	31.92	32.19	32.10	29.34	135600	1000.65	6000.00	
10808	-1004	-289.37820	500.00	398.54	399.13	400.04	396.45	56.64	56.44	57.02	0.8831	34.5622	30.5148	-327.99	463.04	-51.22	45.65	47.08	369.58	125.00	350.00	370.28	102.84	-0.8843	-0.8792	-0.8850	-11.50	-11.57	-11.50	-152.29	-151.81	-152.03	32.51	32.85	32.73	29.59	135600	1002.05	6000.00	
10908	-1003	-298.78670	500.00	410.37	410.97	411.26	408.87	57.73	57.56	58.09	0.8754	35.9597	31.4683	-337.33	476.64	-52.56	45.43	47.99	369.92	125.00	350.00	370.18	106.52	-0.8760	-0.8720	-0.8776	-11.96	-12.02	-11.99	-151.24	-150.91	-151.35	33.15	33.47	33.36	29.75	135601	1002.34	6000.00	
11008	-1003	-307.16520	500.00	419.91	420.55	420.50	418.69	58.55	58.43	58.88	0.8690	37.0498	32.3467	-346.29	488.32	-53.68	45.32	48.84	369.33	125.00	350.00	370.18	110.21	-0.8693	-0.8658	-0.8710	-12.33	-12.36	-12.36	-150.48	-150.27	-150.62	33.66	33.93	33.85	29.66	135601	1002.10	6000.00	
11108	-1002	-314.57270	500.00	429.11	430.06	430.38	426.89	59.50	59.26	59.80	0.8621	38.1374	33.0750	-352.64	498.00	-54.88	45.34	49.35	369.58	125.00	350.00	370.19	113.25	-0.8630	-0.8582	-0.8644	-12.70	-12.75	-12.69	-149.78	-149.36	-149.87	34.16	34.49	34.34	29.41	135601	1002.00	6000.00	
11208	-1002	-321.47670	500.00	437.12	437.86	438.04	435.46	60.14	60.00	60.45	0.8568	39.0477	33.7735	-358.18	507.18	-55.91	45.30	50.01	370.06	125.00	350.00	370.25	115.37	-0.8576	-0.8534	-0.8587	-13.00	-13.04	-13.01	-149.17	-148.78	-149.25	34.57	34.84	34.75	29.25	135601	1001.05	6000.00	
11308	-1001	-327.47700	500.00	444.47	445.33	445.55	442.52	60.82	60.63	61.14	0.8519	39.9169	34.4110	-365.03	515.79	-56.63	45.20	50.35	370.01	125.00	350.00	370.21	118.21	-0.8528	-0.8483	-0.8542	-13.29	-13.33	-13.29	-148.65	-148.19	-148.73	34.94	35.25	35.12	29.34	135601	1000.35	6000.00	
11408	-1001	-332.58370	500.00	451.20	452.07	452.07	449.47	61.39	61.24	61.72	0.8476	40.7036	34.9009	-369.01	522.53	-57.51	45.23	51.01	369.61	125.00	350.00	370.33	120.82	-0.8483	-0.8440	-0.8498	-13.55	-13.59	-13.56	-148.20	-147.71	-148.25	35.29	35.58	35.47	29.59	135601	999.99	6000.00	
11508	-1001	-337.18590	500.00	456.96	457.96	458.47	454.44	61.92	61.67	62.24	0.8435	41.3543	35.3555	-373.19	529.61	-58.17	45.08	51.35	370.08	125.00	350.00	370.23	122.84	-0.8447	-0.8393	-0.8457	-13.78	-13.82	-13.75	-147.76	-147.21	-147.69	35.56	35.89	35.74	29.75	135601	999.15	6000.00	
11608	-1001	-341.46610	500.00	461.38	462.35	462.43	459.35	62.34	62.16	62.64	0.8404	41.8931	35.8415	-378.18	535.42	-58.65	45.02	52.01	368.78	125.00	350.00	370.14	124.00	-0.8413	-0.8367	-0.8426	-13.96	-13.99	-13.95	-147.37	-146.90	-147.39	35.83	36.12	36.00	29.66	135601	999.00	6000.00	
11708	-1000	-344.70840	500.00	466.06	466.93	467.69	463.54	62.78	62.51	63.14	0.8373	42.4530	36.1267	-380.54	539.65	-59.29	45.04	52.09	369.51	125.00	350.00	370.22	125.67	-0.8383	-0.8329	-0.8396	-14.13	-14.20	-14.12	-147.06	-146.52	-147.07	36.03	36.41	36.24	29.41	135601	998.35	6000.00	
11808	-1000	-348.09510	500.00	469.90	471.05	470.65	467.86	63.12	62.91	63.36	0.8348	42.9039	36.4497	-382.93	544.57	-59.79	44.94	52.99	369.91	125.00	350.00	370.19	127.08	-0.8351	-0.8311	-0.8373	-14.30	-14.31	-14.28	-146.79	-146.31	-146.83	36.28	36.56	36.41	29.25	135601	997.99	6000.00	
11908	-1000	-351.75310	618.30	473.23	474.48	474.58	470.63	63.48	63.19	63.75	0.8324	43.3072	36.9237	-387.27	548.94	-60.07	44.91	53.00	369.68	125.00	350.00	370.19	128.07	-0.8332	-0.8280	-0.8348	-14.44	-14.47	-14.40	-146.60	-145.98	-146.51	36.45	36.78	36.61	29.34	135602	998.00	6000.00	
12008	-1004	-364.06610	625.29	481.66	482.20	483.09	479.68	64.19	64.06	64.57	0.8270	44.3429	38.4119	-396.44	560.94	-61.71	44.84	53.35	369.87	125.00	350.00	370.14	131.24	-0.8283	-0.8230	-0.8287	-14.76	-14.81	-14.77	-145.97	-145.49	-145.95	36.89	37.20	37.12	29.59	135602	998.09	6000.00	
12108	-1004	-377.98250	625.00	497.63	498.76	498.33	495.78	65.67	65.42	65.98	0.8184	46.3430	39.8251	-409.21	579.55	-63.86	44.53	54.36	369.87	125.00	350.00	370.21	137.04	-0.8186	-0.8146	-0.8214	-15.43	-15.46	-15.45	-145.00	-144.70	-145.32	37.72	38.06	37.90	29.75	135602	999.64	6000.00	
12208	-1002	-389.54400	625.00	513.48	514.73	514.77	510.94	67.11	66.79	67.42	0.8078	48.2131	40.9989	-422.12	596.47	-65.44	44.18	55.10	369.68	125.00	350.00	370.13	142.45	-0.8083	-0.8033	-0.8108	-16.06	-16.10	-16.06	-144.01	-143.47	-144.23	38.52	38.90	38.71	29.36	135602	1000.27	6000.00	
12308	-1002	-400.08870	625.00	526.24	526.55	528.22	523.93	68.28	68.10	68.66	0.7982	49.7262	42.0862	-431.57	609.77	-67.09	44.14	55.99	369.65	125.00	350.00	370.23	147.75	-0.7998	-0.7939	-0.8001	-16.55	-16.61	-16.56	-143.25	-142.55	-143.22	39.24	39.58	39.46	29.41	135602	1000.32	6000.00	
12408	-1001	-409.43770	625.00	536.83	536.85	538.83	534.80	69.30	69.09	69.69	0.7914	51.0396	42.9604	-439.51	623.03	-68.53	43.91	56.35	369.93	125.00	350.00	370.27	151.07	-0.7927	-0.7872	-0.7936	-16.97	-17.06	-17.01	-142.58	-141.96	-142.72	39.82	40.18	40.04	29.25	135602	1000.00	6000.00	
12508	-1000	-417.18940	625.00	546.64	546.09	549.51	544.09	70.24	69.94	70.63	0.7843	52.1898	43.7571	-448.80	635.74	-69.59	43.59	57.00	369.21	125.00	350.00	370.20	154.02	-0.7859	-0.7795	-0.7869	-17.34	-17.47	-17.38	-141.99	-141.20	-142.04	40.33	40.74	40.55	29.34	135602	999.15	6000.00	
12608	-999	-424.15430	625.00	555.70	554.42	558.35	553.93	71.06	70.85	71.44	0.7778	53.2604	44.4617	-455.54	645.09	-70.70	43.52	57.09	369.55	125.00	350.00	370.27	157.71	-0.7792	-0.7736	-0.7800	-17.68	-17.81	-17.76	-141.45	-140.67	-141.38	40.85	41.19	41.06	29.59	135602	998.90	6000.00	
12708	-999	-430.24560	625.00	562.58	560.61	565.84	561.25	71.85	71.63	72.22	0.7720	54.0857	45.0397	-460.84	654.64	-71.67	43.28	57.99	369.56	125.00	350.00	370.14	160.96	-0.7735	-0.7675	-0.7740	-17.94	-18.10	-18.05	-140.98	-140.04	-140.80	41.29	41.64	41.50	29.75	135602	998.01	6000.00	
12808	-998	-435.55410	625.00	568.57	566.06	572.10	567.53	72.46	72.23	72.90	0.7673	54.8119	45.5882	-467.50	663.40	-72.35	42.99	58.00	369.25	125.00	350.00	370.25	163.47	-0.7691	-0.7628	-0.7693	-18.15	-18.35	-18.31	-140.64	-139.58	-140.33	41.63	42.03	41.88	29.66	135602	997.15	6000.00	
12908	-998	-440.04600	625.00	573.55	571.93	577.05	571.67	73.09	72.73	73.36	0.7630	55.3796	46.0209	-471.46	668.46	-73.20	43.07	58.95	369.61	125.00	350.00	370.19	165.30	-0.7645	-0.7580	-0.7657	-18.38	-18.54	-18.46	-140.37	-139.14	-140.04	41.97	42.35	42.13	29.41	135603	996.64	6000.00	
13008	-997	-444.13320	625.00	577.33	575.31	580.62	576.05	73.60	73.35	73.91	0.7586	55.8435	46.4087	-474.90	675.37	-73.93	42.88	59.00	369.81	125.00	350.00	370.16	167.05	-0.7607	-0.7538	-0.7605	-18.54	-18.68	-18.63	-140.04	-138.73	-139.58	42.30	42.64	42.48	29.25	135603	995.99	6000.00	
13108	-997	-447.66790	625.00	581.45	579.57	584.76	580.02	74.02	73.80	74.34	0.7552	56.3282	46.8017	-480.14	682.01	-74.30	42.64	59.95	369.40	125.00	350.00	370.11	169.45	-0.7570	-0.7507	-0.7572	-18.70	-18.84	-18.79	-139.79	-138.47	-139.20	42.55	42.88	42.74	29.34	135603	995.15	6000.00	
13208	-997	-450.66350	625.00	584.68	582.29	588.89	582.83	74.47	74.14	74.84	0.7519	56.7128	47.0645	-482.57	686.00	-74.96	42.58	60.00	369.49	125.00	350.00	370.16	170.37	-0.7542	-0.7467	-0.7537	-18.81	-19.00	-18.90	-139.62	-138.04	-138.84	42.76	43.18	42.97	29.59	135603	995.00	6000.00	
13308	-997	-453.47510	625.00	587.17	585.14	590.51	585.85	74.85	74.55	75.20	0.7498	57.0905	47.3433	-485.48	691.45	-75.39	42.32	60.09	369.41	125.00	350.00	370.20	171.59	-0.7512	-0.7452	-0.7522	-18.93	-19.11	-19.06	-139.37	-137.92	-138.87	43.00	43.38	43.20	29.75	135603	995.00	6000.00	
13408	-997	-455.78930	625.00	590.51	589.12	594.02	588.37	75.16	74.77	75.49	0.7468	57.3939	47.6061	-488.96	694.91	-75.73	42.27	60.04	369.69	125.00	350.00	370.12	173.22	-0.7495	-0.7413	-0.7489	-19.08	-19.20	-19.11	-139.32	-137.57	-138.49	43.14	43.57	43.33	29.66	135603	994.71	6000.00	
13508	-996	-457.64040	625.00	591.61	590.41	594.42	589.98	75.35	75.10	75.71	0.7452	57.5649	47.7569	-490.50	696.91	-76.22	42.35	60.60	369.94	125.00	350.00	370.26	173.39	-0.7474	-0.7405	-0.7470	-19.13	-19.24	-19.20	-139.00	-137.52	-138.43	43.30	43.67	43.51	29.41	135603	994.30	6000.00	
13608	-996	-459.49630	625.00	593.30	592.16	596.12	591.61	75.67	75.38	75.98	0.7429	57.7720	47.9510	-493.13	701.43	-76.46	42.11	59.99	369.68	125.00	350.00	370.20	174.39	-0.7450	-0.7381	-0.7449	-19.21	-19.31	-19.26	-138.89	-137.37	-138.18	43.48	43.84	43.66	29.25	135603	994.04	6000.00	
13708	-996	-461.05040	625.00	594.77	593.67	597.34	593.29	75.79	75.62	76.14	0.7417	57.9527	48.1309	-495.42	703.53	-76.73	42.11	60.00	369.11	125.00	350.00	370.27	174.84	-0.7431	-0.7378	-0.7434	-19.26	-19.36	-19.34	-138.69	-137.37	-137.94	43.59	43.90	43.79	29.34	135603	994.36	6000.00	
13808	-996	-462.37140	625.00	596.19	594.69	599.33	594.54	76.02	75.74	76.44	0.7397	58.1018	48.2313	-495.65	704.88	-77.13	42.17	60.26	369.60	125.00	350.00	370.33	176.10	-0.7424	-0.7346	-0.7413	-19.31	-19.42	-19.37	-138.77	-136.91	-137.78	43.66	44.08	43.91	29.59	135603	994.86	6000.00	
13908	-996	-463.63530	625.00	597.53	596.79	600.00	595.80	76.29	75.91	76.53	0.7388	58.2971	48.3707	-497.63	708.81	-77.28	41.89	60.96	369.53	125.00	350.00	370.22	176.83	-0.7407	-0.7336	-0.7413	-19.40	-19.47	-19.43	-138.55	-136.85	-137.86	43.82	44.19	43.95	29.75	135604	994.45	6000.00	
14008	-996	-464.73510	625.00	598.14	596.89	601.36	596.15	76.39	76.03	76.72	0.7375	58.3603	48.4999	-499.31	709.64	-77.48	41.92	61.00	369.22	125.00	350.00	370.16	177.10	-0.7400	-0.7324	-0.7394	-19.40	-19.52	-19.44	-138.50	-136.80	-137.66	43.86	44.28	44.05	29.66	135604	994.56	6000.00	
14108	-996	-465.69740	625.00	598.99	597.24	602.26	597.48	76.48	76.19	76.94	0.7359	58.4371	48.5860	-499.57	710.66	-77.72	41.93	61.86	369.36	125.00	350.00	370.31	177.64	-0.7395	-0.7307	-0.7367	-19.43	-19.54	-19.47	-138.51	-136.53	-137.49	43.92	44.37	44.18	29.41	135604	994.30	6000.00	
14208	-996	-466.54330	625.00	600.58	599.89	603.12	598.71	76.72	76.36	77.06	0.7353	58.6735	48.6722	-502.02	714.02	-77.71	41.65	61.61	369.45	125.00	350.00	370.24	178.29	-0.7379	-0.7302	-0.7371	-19.52	-19.60	-19.55	-138.19	-136.60	-137.57	44.05	44.47	44.25	29.25	135604	994.04	6000.00	
14308	-996	-467.02600	625.00	600.76	599.67	603.86	598.74	76.83	76.40	77.15	0.7343	58.6777	48.7280	-502.21	713.76	-77.89	41.78	61.59	369.53	125.00	350.00	370.25	178.68	-0.7371	-0.7288	-0.7362	-19.52	-19.62	-19.54	-138.36	-136.51	-137.36	44.09	44.54	44.28	29.34	135604	994.00	6000.00	
14408	-996	-467.60660	625.00	600.58	599.07	603.67	599.00	76.86	76.60	77.25	0.7340	58.7170	48.7681	-502.23	715.22	-78.08	41.68	60.99	369.99	125.00	350.00	370.24	178.61	-0.7359	-0.7293	-0.7357	-19.50	-19.63	-19.59	-138.21	-136.59	-137.31	44.16	44.55	44.39	29.59	135604	994.00	6000.00	
14508	-996	-468.29680	625.00	601.28	599.98	604.82	599.02	76.99	76.59	77.32	0.7330	58.7530	48.8803	-503.82	716.34	-78.12	41.65	61.00	369.99	125.00	350.00	370.25	179.16	-0.7358	-0.7274	-0.7347	-19.54	-19.65	-19.56	-138.26	-136.40	-137.22	44.19	44.63	44.39	29.75	135604	994.00	6000.00	
14608	-996	-468.76230	625.00	602.15	600.87	605.45	600.12	77.04	76.67	77.43	0.7324	58.8519	48.9098	-503.67	715.99	-78.29	41.76	61.00	369.86	125.00	350.00	370.35	179.85	-0.7356	-0.7268	-0.7339	-19.58	-19.68	-19.60	-138.24	-136.30	-137.17	44.22	44.68	44.45	29.66	135604	994.00	6000.00	
14708	-996	-469.28600	625.00	602.97	602.01	606.04	600.84	77.16	76.72	77.53	0.7320	58.9731	48.9438	-504.36	717.86	-78.36	41.61	61.00	369.79	125.00	350.00	370.23	179.73	-0.7353	-0.7264	-0.7338	-19.62	-19.72	-19.63	-138.22	-136.29	-137.16	44.27	44.75	44.48	29.41	135604	994.00	6000.00	
14808	-996	-469.55980	625.00	603.04	602.36	605.18	601.56	77.22	76.92	77.51	0.7316	59.0019	49.0027	-505.75	718.66	-78.38	41.61	61.00	369.37	125.00	350.00	370.26	179.99	-0.7338	-0.7267	-0.7335	-19.64	-19.69	-19.67	-138.06	-136.30	-137.16	44.38	44.73	44.54	29.35	135604	994.00	6000.00	
14908	-996	-469.94100	625.00	602.90	601.85	605.23	601.62	77.21	76.96	77.55	0.7314	58.9950	49.0325	-505.85	718.53	-78.52	41.69	61.95	370.17	125.00	350.00	370.22	180.06	-0.7338	-0.7267	-0.7329	-19.63	-19.69	-19.68	-138.07	-136.30	-137.20	44.38	44.73	44.58	29.59	135605	994.00	6000.00	
15008	-996	-470.23840	625.00	603.39	602.51	605.90	601.75	77.29	76.98	77.63	0.7310	59.0527	49.0543	-506.09	720.27	-78.58	41.52	62.00	370.07	125.00	350.00	370.30	180.24	-0.7337	-0.7258	-0.7326	-19.66	-19.72	-19.68	-138.01	-136.21	-137.21	44.40	44.79	44.59	29.75	135605	994.26	6000.00	
15108	-996	-470.37140	625.00	603.53	602.11	606.06	602.42	77.30	77.12	77.78	0.7304	59.0962	49.0950	-506.25	719.47	-78.69	41.70	62.00	370.22	125.00	350.00	370.21	180.81	-0.7329	-0.7261	-0.7314	-19.63	-19.74	-19.72	-137.97	-136.31	-137.02	44.43	44.82	44.70	29.66	135605	994.30	6000.00	
15208	-996	-470.48310	625.00	603.54	602.58	606.45	601.59	77.41	77.07	77.70	0.7303	59.0851	49.0860	-505.62	719.51	-78.81	41.72	62.00	370.33	125.00	350.00	370.10	180.99	-0.7327	-0.7251	-0.7322	-19.66	-19.74	-19.69	-138.00	-136.16	-137.05	44.47	44.85	44.64	29.41	135605	994.99	6000.00	
